,text,target,title,date
904,"
-> I saw an interesting product in NY Auto Show, and would like to hear
-> your comments.
->
-> MILITECH(tm) is yet another oil additive. But the demonstration of
-> this product really impressive, if it didn't cheat.

  Well, I heard that Militech stuff works pretty good too.. One of my
friends who races in SCCA sanctioned events and all that stuff got the
Militech stuff early as a trial thing, and he put it in his CRX..  He
says it worked great, but I didn't ask him for any details.


-Erich
erich.lim@yob.sccsi.com
                                                                       ",7,rec.autos,2022-08-02 13:48:37.251043
910,"
But waiiiiiit, isn't Nissan officially registering the car as far as
government paperwork goes, Nissan Stanza Altima, to avoid costly and
lengthy paperwork? I read this on the net a while ago, and someone
actually may have said there's a little Stanza logo on the Altima
somewhere.

You *can* have it both ways :-)

Spiros",7,rec.autos,2022-08-02 13:48:37.251043
924,"Joni Ciarletta writes

You are not alone.  My '79 Honda Accord with 110,000 miles on it started  
showing the same behavior.

I replaced the brake master cylinder myself.  It took about an hour and cost  
about $45.  Sure beats paying $300 to have someone else do it!  If I wanted to  
rebuild my own master cylinder instead of putting in a rebuilt one, it would  
have cost only $20 to $30 for the rebuild kit.

The Honda brake master cylinder is easy to get to.  Two bolts attach it to the  
engine compartment.  Two brake lines enter the master cylinder.  The tricky  
part was that the brake lines were stuck tight.  My Craftsmen open end wrench  
rounded off the bolt heads!  I had to use Vise Grips to loosen those suckers.   
Wow!  Best invention since sliced bread.  After that it was very easy.  Bolt  
the new part in place, add new brake fluid, and bleed the brakes.",7,rec.autos,2022-08-02 13:48:37.251043
958,"addition,

Bricklins were manufactured in the 70s with engines from Ford. They are rather  
odd looking with the encased front bumper. There aren't a lot of them around,  
but Hemmings (Motor News) ususally has ten or so listed. Basically, they are a  
performance Ford with new styling slapped on top.


Rush fan?
",7,rec.autos,2022-08-02 13:48:37.251043
960,"

all of my HO's disagree with your HO's.  I LOVED Dallas rush hour in my stick..
detested it in the auto(like i did any other time in the auto...).  Of course,
Dalls rush hours are nothing, from what i hear..if i lived in LA, i might
be of a different persuasion.  And, just for the record, rarely do you shift
gears when merging into traffic..that is what 5 speeds are good for..4th is
good up through around 80-90, most of the time, so you can just wind it out..
it's not going to hurt anything, and keeps it in the powerband anyway..
only shift into top gear when you are exceeding redline in 4th(fairly rare,
unless you drive a ferrari or some such, i'd bet) or when you hit cruising 
speed where you feel comfortable(or when my mother is sitting in the 
passanger seat complaining about how you wind her ""poor little engine"" way
too hi :-)
Just my HO's..",7,rec.autos,2022-08-02 13:48:37.251043
979,"My wife and I looked at, and drove one last fall. This was a 1992 model.
It was WAYYYYYYYYY underpowered. I could not imagine driving it in the
mountains here in Colorado at anything approaching highway speeds. I
have read that the new 1993 models have a newer, improved hp engine. 

I'm quite serious that I laughed in the salesman face when he said ""once
it's broken in it will feel more powerful"". I had been used to driving a
Jeep 4.0L 190hp engine. I believe the 92's Land Cruisers (Land Yachts)
were 3.0L, the sames as the 4Runner, which is also underpowered (in my
own personal opinion). 

They are big cars, very roomy, but nothing spectacular.
",7,rec.autos,2022-08-02 13:48:37.251043
1001,"
Makes sense, since the new Mercedes Benz engines go from 2.2L-4 to a 2.8L-6.
Nothing in between.  BTW, I beleive the numbers on those MB engines are
156 and 225 hp respectively.  The one-upmanship in hp might induce BMW
to create a larger six.  Also, the 2.6 190E has lagged behind the 3-er
2.5 for some time wrt hp.   I am sure the Bavarians wouldn't want to be
""shown-up"" by the Schwabians.

PS- those MB engines haven't been released over here yet.",7,rec.autos,2022-08-02 13:48:37.251043
1010," (Neil Williams) writes...

# 
#As long as we're on the subject... Several years ago myself and two others
#were riding in the front of a Toyota pickup heading south on Interstate 5
#north of Seattle, WA. Someone threw a rock of an overpass and hit our
#windshield. Not by accident I'm sure, it was impossible to get up to the
#overpass quickly to see who did it. We figured it was kids, reported it and
#left.
#A couple of years ago it happend again and killed a guy at my company. He was
#in his mid-fourties and left behind a wife and children. Turned out there was
#a reformatory for juviniles a few blocks away. They caught the 14 year old
#that did it. They put a cover over the overpass, what else could they do?
#I don't think I'll over forget this story.
#Neil Williams, Boeing Computer Services, Bellevue WA.
#..
# 

  Neil, what did they do to the 14-year-old who they caught?  What did
 the man's insurance company do?  This could be significant and in any case
 very interesting.

  Followups to alt.parents-teens.


 Fred W. Bach ,    Operations Group        |  Internet: music@erich.triumf.ca
 TRIUMF (TRI-University Meson Facility)    |  Voice:  604-222-1047 loc 327/278
 4004 WESBROOK MALL, UBC CAMPUS            |  FAX:    604-222-1074
 University of British Columbia, Vancouver, B.C., CANADA   V6T 2A3",7,rec.autos,2022-08-02 13:48:37.251043
1017,"Sayeth sjwyrick@lbl.gov (Steve Wyrick):
$Anybody keeping track of how many of these there are?  So far I have
$Miata, Tredia, Previa, Sentra, Maxima, Altima, Camry, and Justy, not to
$mention Lexus, Acura and Infiniti!  

   You're apparently including names that are, or appear to be,
derivatives of real words in English or some other language (e.g.
Acura, Infiniti, Maxima, Altima), in which case you missed ones such
as Integra, Supra, Allante', Capri and Calibra.  In Canada, add Serenia and
Precidia.  If you count misspellings, add Protege and (in Canada)
Vigor.  How about the forthcoming Mondeo, if it is given that name
in North America?

   Others might include Celica, Corolla, Paseo, and Tercel.  In Canada,
add Asu""na.",7,rec.autos,2022-08-02 13:48:37.251043
1025,"#[sorry for the 0 auto content, but ... ]
# 
#> That is why low-abiding citizens should have the power to protect themselves
#> and their property using deadly force if necessary anywhere a threat is 
#> imminent.
#>
#> Steve Heracleous
# 
#You do have the power Steve. You *can* do it. Why don't you? Why don't you
#go shoot some kids who are tossing rocks onto cars? Make sure you do a good
#job though - don't miss - 'cause like they have big rocks - and take it from
#me - those kids are mean.

  This last comment was obviously a bit cynical, but a true statement of
 the attitude of some drivers (there's your ""autos"" content), I would say.

  What law-abiding (not ""low-abiding"" as above (talk about Freudian slips!))
 citizens have the right and responsibility to do is try to PREVENT this
 type of behaviour in children.  A doctor may have to use ""deadly force""
 against a part of a body (like amputating it) when an infection/disease
 has gone too far.  But his real desire would have been to *prevent* the
 disease in the first place or at least nip it in the bud.

   Followups should go to alt.parents-teens

 Fred W. Bach ,    Operations Group        |  Internet: music@erich.triumf.ca
 TRIUMF (TRI-University Meson Facility)    |  Voice:  604-222-1047 loc 327/278
 4004 WESBROOK MALL, UBC CAMPUS            |  FAX:    604-222-1074
 University of British Columbia, Vancouver, B.C., CANADA   V6T 2A3",7,rec.autos,2022-08-02 13:48:37.251043
